246,162,111,117
245,165,111,117
235,175,111,117
218,191,111,117
212,205,111,117
218,202,111,117
218,191,111,117
216,191,111,117
190,203,111,117
149,246,111,117
203,248,111,117
247,214,111,117
227,202,111,117
218,197,111,117
208,196,111,117
191,203,111,117
193,212,111,117
202,207,111,117
220,175,111,117
216,142,111,117
200,135,111,117
204,154,111,117
233,185,111,117
262,222,111,117
271,236,111,117
259,237,111,117
242,243,111,117
238,245,111,117
231,235,111,117
226,219,111,117
226,210,111,117
232,203,111,117
242,191,111,117
240,167,111,117
226,148,111,117
222,125,111,117
228,115,111,117
246,123,111,117
254,126,111,117
254,132,111,117
264,170,111,117
267,210,111,117
273,228,111,117
276,232,111,117
271,229,111,117
264,214,111,117
264,208,111,117
266,193,111,117
268,156,111,117
269,153,111,117
271,176,111,117
266,178,111,117
266,174,111,117
268,175,111,117
274,180,111,117
282,189,111,117
280,204,111,117
258,208,111,117
222,205,111,117
200,203,111,117
205,201,111,117
231,203,111,117
269,206,111,117
307,207,111,117
333,213,111,117
330,215,111,117
314,202,111,117
292,182,111,117
260,159,111,117
242,153,111,117
242,162,111,117
250,178,111,117
256,193,111,117
270,206,111,117
295,217,111,117
310,226,111,117
306,236,111,117
298,244,111,117
288,242,111,117
257,228,111,117
229,222,111,117
214,223,111,117
212,229,111,117
218,227,111,117
238,204,111,117
254,172,111,117
269,145,111,117
296,136,111,117
319,138,111,117
328,148,111,117
327,165,111,117
315,175,111,117
295,185,111,117
269,203,111,117
248,222,111,117
236,222,111,117
222,208,111,117
212,200,111,117
206,198,111,117
214,190,111,117
234,169,111,117
246,161,111,117
260,165,111,117
275,179,111,117
298,209,111,117
308,218,111,117
291,198,111,117
252,185,111,117
213,188,111,117
179,204,111,117
165,226,111,117
164,233,111,117
178,215,111,117
204,183,111,117
228,166,111,117
235,167,111,117
231,186,111,117
226,202,111,117
224,198,111,117
231,189,111,117
240,189,111,117
238,200,111,117
224,214,111,117
211,218,111,117
204,202,111,117
201,185,111,117
197,184,111,117
199,195,111,117
209,219,111,117
208,249,111,117
203,246,111,117
202,213,111,117
204,194,111,117
193,175,111,117
174,168,111,117
164,178,111,117
172,191,111,117
186,198,111,117
204,198,111,117
225,203,111,117
251,217,111,117
278,232,111,117
298,238,111,117
285,231,111,117
242,219,111,117
201,212,111,117
171,210,111,117
138,216,111,117
108,218,111,117
118,206,111,117
173,192,111,117
217,186,111,117
229,181,111,117
229,183,111,117
236,192,111,117
244,204,111,117
230,212,111,117
196,213,111,117
171,217,111,117
176,219,111,117
212,212,111,117
261,207,111,117
277,208,111,117
270,209,111,117
258,198,111,117
252,191,111,117
248,186,111,117
252,181,111,117
266,185,111,117
275,196,111,117
266,198,111,117
240,202,111,117
205,224,111,117
186,238,111,117
176,242,111,117
180,239,111,117
204,233,111,117
210,230,111,117
192,226,111,117
174,222,111,117
172,215,111,117
193,211,111,117
235,206,111,117
282,192,111,117
280,189,111,117
245,184,111,117
210,176,111,117
197,174,111,117
180,178,111,117
169,181,111,117
172,182,111,117
210,185,111,117
268,188,111,117
294,186,111,117
292,184,111,117
274,188,111,117
254,192,111,117
232,201,111,117
209,207,111,117
172,194,111,117
142,180,111,117
141,179,111,117
159,180,111,117
187,186,111,117
196,189,111,117
192,182,111,117
196,171,111,117
206,164,111,117
215,164,111,117
218,174,111,117
208,185,111,117
202,198,111,117
214,222,111,117
224,242,111,117
211,244,111,117
191,233,111,117
182,202,111,117
182,164,111,117
191,150,111,117
202,151,111,117
219,164,111,117
240,179,111,117
244,180,111,117
235,179,111,117
213,186,111,117
190,195,111,117
186,204,111,117
190,210,111,117
188,202,111,117
186,180,111,117
201,156,111,117
230,154,111,117
270,161,111,117
294,179,111,117
299,201,111,117
296,213,111,117
297,216,111,117
302,213,111,117
291,216,111,117
262,221,111,117
239,220,111,117
232,228,111,117
220,234,111,117
208,222,111,117
210,208,111,117
214,200,111,117
220,196,111,117
236,195,111,117
252,186,111,117
258,170,111,117
262,160,111,117
270,169,111,117
284,210,111,117
278,242,111,117
262,250,111,117
252,230,111,117
248,182,111,117
242,157,111,117
236,150,111,117
224,156,111,117
207,164,111,117
215,162,111,117
246,151,111,117
266,138,111,117
278,133,111,117
278,147,111,117
261,166,111,117
242,178,111,117
236,179,111,117
240,176,111,117
248,180,111,117
239,190,111,117
209,201,111,117
202,203,111,117
212,194,111,117
228,179,111,117
240,175,111,117
240,184,111,117
238,192,111,117
238,196,111,117
228,202,111,117
212,211,111,117
208,226,111,117
218,229,111,117
220,224,111,117
216,217,111,117
213,214,111,117
222,206,111,117
249,181,111,117
274,157,111,117
278,152,111,117
280,162,111,117
274,184,111,117
266,209,111,117
260,219,111,117
240,216,111,117
218,217,111,117
216,229,111,117
226,238,111,117
236,234,111,117
236,217,111,117
240,200,111,117
254,199,111,117
286,202,111,117
300,200,111,117
294,194,111,117
280,192,111,117
270,203,111,117
264,218,111,117
255,229,111,117
252,232,111,117
260,226,111,117
265,217,111,117
260,208,111,117
256,202,111,117
255,197,111,117
258,195,111,117
266,188,111,117
267,180,111,117
269,188,111,117
277,203,111,117
284,216,111,117
288,220,111,117
274,219,111,117
246,225,111,117
222,226,111,117
210,213,111,117
202,188,111,117
202,163,111,117
210,153,111,117
222,161,111,117
238,170,111,117
244,173,111,117
252,175,111,117
264,195,111,117
280,222,111,117
291,238,111,117
283,236,111,117
274,207,111,117
262,189,111,117
244,185,111,117
221,189,111,117
214,207,111,117
224,218,111,117
238,219,111,117
262,216,111,117
272,220,111,117
272,230,111,117
268,244,111,117
267,249,111,117
267,244,111,117
269,238,111,117
271,229,111,117
272,220,111,117
267,221,111,117
258,228,111,117
252,230,111,117
248,221,111,117
249,207,111,117
247,205,111,117
243,208,111,117
247,212,111,117
258,215,111,117
274,207,111,117
289,194,111,117
292,180,111,117
287,179,111,117
283,185,111,117
275,193,111,117
258,198,111,117
234,189,111,117
224,181,111,117
217,184,111,117
224,208,111,117
246,251,111,117
272,267,111,117
291,254,111,117
306,229,111,117
310,216,111,117
291,209,111,117
268,218,111,117
241,226,111,117
222,224,111,117
237,222,111,117
277,224,111,117
307,222,111,117
325,215,111,117
336,216,111,117
344,223,111,117
348,222,111,117
349,216,111,117
334,217,111,117
309,238,111,117
293,248,111,117
292,242,111,117
303,229,111,117
312,226,111,117
324,235,111,117
340,243,111,117
354,236,111,117
334,211,111,117
298,173,111,117
283,148,111,117
279,156,111,117
277,178,111,117
262,199,111,117
240,218,111,117
222,226,111,117
216,228,111,117
217,230,111,117
224,233,111,117
238,224,111,117
240,193,111,117
235,163,111,117
231,154,111,117
220,163,111,117
202,180,111,117
189,189,111,117
185,191,111,117
179,196,111,117
168,211,111,117
176,218,111,117
197,220,111,117
230,215,111,117
262,206,111,117
286,199,111,117
305,208,111,117
300,224,111,117
276,230,111,117
230,221,111,117
202,201,111,117
180,200,111,117
171,209,111,117
197,213,111,117
220,206,111,117
235,184,111,117
264,14,111,117
279,184,111,117
312,186,111,117
339,18,111,117
317,191,111,117
321,22,111,117
303,186,111,117
234,149,111,117
241,130,111,117
270,124,111,117
283,114,111,117
296,102,111,117
302,119,111,117
287,284,111,117
306,187,111,117
306,212,111,117
320,42,111,117
302,207,111,117
312,36,111,117
290,180,111,117
304,9,111,117
369,154,111,117
353,319,111,117
373,149,111,117
353,313,111,117
311,212,111,117
310,156,111,117
300,176,111,117
303,8,111,117
255,176,111,117
263,210,111,117
271,42,111,117
260,210,111,117
284,41,111,117
288,212,111,117
300,41,111,117
306,187,111,117
319,17,111,117
318,184,111,117
338,14,111,117
314,179,111,117
314,226,111,117
314,57,111,117
254,223,111,117
275,60,111,117
248,231,111,117
258,61,111,117
236,187,111,117
216,351,111,117
256,253,111,117
287,162,111,117
316,0,111,117
303,170,111,117
335,222,111,117
356,52,111,117
323,220,111,117
334,54,111,117
279,223,111,117
273,58,111,117
210,224,111,117
224,54,111,117
220,218,111,117
217,189,111,117
230,181,111,117
255,177,111,117
286,178,111,117
272,343,111,117
294,268,111,117
320,195,111,117
335,24,111,117
298,189,111,117
302,20,111,117
417,100,111,117
422,246,111,117
471,126,111,117
405,99,111,117
335,260,111,117
245,225,111,117
264,55,111,117
266,220,111,117
328,280,111,117
359,191,111,117
365,22,111,117
490,79,111,117
474,245,111,117
435,251,111,117
440,246,111,117
475,225,111,117
513,200,111,117
518,198,111,117
521,207,111,117
524,76,111,117
492,248,111,117
517,141,111,117
503,305,111,117
529,145,111,117
529,290,111,117
439,336,111,117
443,168,111,117
373,330,111,117
254,363,111,117
246,348,111,117
233,325,111,117
259,281,111,117
254,245,111,117
221,229,111,117
326,253,111,117
322,278,111,117
206,311,111,117
322,345,111,117
231,352,111,117
241,349,111,117
245,336,111,117
243,334,111,117
248,206,111,117
266,198,111,117
362,300,111,117
377,293,111,117
253,285,111,117
350,349,111,117
432,319,111,117
421,353,111,117
441,183,111,117
463,20,111,117
402,12,111,117
374,3,111,117
363,0,111,117
367,0,111,117
365,0,111,117
486,65,111,117
496,239,111,117
397,298,111,117
422,128,111,117
386,290,111,117
407,306,111,117
438,303,111,117
461,305,111,117
461,316,111,117
446,325,111,117
349,326,111,117
458,316,111,117
365,308,111,117
367,308,111,117
374,313,111,117
389,321,111,117
389,324,111,117
386,325,111,117
390,323,111,117
397,330,111,117
525,339,111,117
528,356,111,117
529,363,111,117
413,361,111,117
429,350,111,117
432,351,111,117
423,363,111,117
363,363,111,117
368,363,111,117
435,363,111,117
435,355,111,117
441,363,111,117
366,352,111,117
258,299,111,117
249,217,111,117
252,214,111,117
254,208,111,117
246,211,111,117
236,224,111,117
234,230,111,117
234,229,111,117
236,221,111,117
236,214,111,117
232,225,111,117
234,235,111,117
237,240,111,117
238,242,111,117
236,242,111,117
234,238,111,117
224,312,111,117
225,225,111,117
226,216,111,117
227,203,111,117
192,363,111,117
231,203,111,117
232,201,111,117
236,193,111,117
214,357,111,117
339,342,111,117
239,294,111,117
249,222,111,117
240,219,111,117
240,211,111,117
148,148,111,117
76,308,111,117
92,138,111,117
34,306,111,117
57,136,111,117
45,302,111,117
74,134,111,117
33,305,111,117
31,135,111,117
18,301,111,117
22,131,111,117
0,304,111,117
0,313,111,117
20,143,111,117
11,313,111,117
28,142,111,117
0,314,111,117
26,355,111,117
0,351,111,117
27,182,111,117
1,346,111,117
38,184,111,117
123,147,111,117
115,313,111,117
112,146,111,117
44,309,111,117
112,167,111,117
135,171,111,117
72,335,111,117
201,330,111,117
268,227,111,117
223,244,111,117
204,250,111,117
102,191,111,117
127,181,111,117
247,252,111,117
232,241,111,117
216,241,111,117
204,242,111,117
101,183,111,117
32,345,111,117
55,175,111,117
16,339,111,117
121,335,111,117
219,303,111,117
236,228,111,117
238,221,111,117
235,217,111,117
235,209,111,117
238,205,111,117
236,211,111,117
228,243,111,117
218,269,111,117
216,272,111,117
224,250,111,117
232,231,111,117
240,214,111,117
244,198,111,117
240,184,111,117
232,170,111,117
234,155,111,117
242,150,111,117
248,154,111,117
254,169,111,117
257,198,111,117
261,226,111,117
262,222,111,117
258,199,111,117
262,189,111,117
280,187,111,117
297,194,111,117
303,205,111,117
292,211,111,117
280,213,111,117
278,217,111,117
282,231,111,117
293,258,111,117
302,269,111,117
292,256,111,117
280,236,111,117
274,212,111,117
274,194,111,117
272,192,111,117
272,197,111,117
282,211,111,117
292,218,111,117
297,223,111,117
291,229,111,117
285,239,111,117
280,240,111,117
280,229,111,117
276,213,111,117
280,199,111,117
284,192,111,117
280,188,111,117
285,189,111,117
294,194,111,117
310,206,111,117
320,223,111,117
300,244,111,117
268,244,111,117
244,240,111,117
226,233,111,117
302,349,111,117
322,334,111,117
339,327,111,117
297,320,111,117
316,338,111,117
231,332,111,117
268,200,111,117
245,363,111,117
277,204,111,117
229,363,111,117
